urn,dhlabid,title,authors,oaiid,sesamid,isbn10,city,timestamp,year,publisher,langs,subjects,ddc,genres,literaryform,doctype,ocr_creator,ocr_timestamp
URN:NBN:no-nb_digibok_2006082200056,100000016.0,Dagbøker og breve . [ 1 ] : Optegnelser fra Ungdomsaarene / Camilla Collett,"Collett , Camilla / Amundsen , Leiv / Collett , P. J.",oai:nb.bibsys.no:998020071394702202,b0647504cb2bb9b0190be29e75574ee6,,Oslo,19260101.0,1926.0,Gyldendal,nob,norske / dagbøker / 1800-tallet,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2006082300030,100000019.0,Aulestadbreve til Bergliot Ibsen,"Bjørnson , Bjørnstjerne",oai:nb.bibsys.no:999322807734702202,352b1aeeac5625bd70162452258af27a,,Kristiania,19110101.0,1911.0,Gyldendal,nob,bjørnson / bjørnstjerne / norske / brev,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2006082100032,100000479.0,Vort rige : roman,"Bojer , Johan",oai:nb.bibsys.no:999324265814702202,081fac404e40e5bb310c2dca4dd31887,,Kristiania,19080101.0,1908.0,"Gyldendalske Boghandel, Nordisk Forlag",nob,,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2006111600052,100000670.0,Janicke Woltmann : Interieurer 1749-1801,"Koren-Wiberg , Christian",oai:nb.bibsys.no:999416110004702202,9cba62fcb90dede50626d1d563aab12c,,Kristiania,19050101.0,1905.0,Aschehoug,nob,,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2006111600058,100000676.0,Jakob og Kristoffer : en Tyvekomedie i 4 Akter,"Egge , Peter",oai:nb.bibsys.no:999515856224702202,989b8d7a720f20bc07867f79deab7b9f,,Kjøbenhavn,19000101.0,1900.0,Gyldendal,nob,,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2006112000001,100000842.0,De graa Haar : nye Folkelivsskildringer,"Egge , Peter",oai:nb.bibsys.no:999515841624702202,131373830e1284f01809acd84cff247f,,Kjøbenhavn ; Kristiania,19040101.0,1904.0,Gyldendal,nob,,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2006112801012,100001227.0,Vor gamle bondekultur,"Visted , Kristofer",oai:nb.bibsys.no:998311726654702202,4e706b21bd32cc5828961bad65a51d5d,,Kristiania,19080101.0,1908.0,Cappelen,nob,Norge / Kulturhistorie / kulturhistorie / norge / bønder / kunst / diktning / fest / arbeid,,,Faglitteratur,digibok,nb,20060101
URN:NBN:no-nb_digibok_2006112801020,100001235.0,Den gamle bygd og den nye : Den gamle bygd,"Christensen , Hjalmar",oai:nb.bibsys.no:999507199784702202,85c09b70ce7eb197cc74abf3f1ec3792,,Kristiania,19130101.0,1913.0,Aschehoug,nob,,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2006112900013,100001253.0,Artikler og taler . B. 2,"Bjørnson , Bjørnstjerne / Collin , Chr . / Eitrem , H. ( Hans )",oai:nb.bibsys.no:999306282684702202,11002c8ef645fccab18111c1595b751a,,Kristiania og Kjøbenhavn,19130101.0,1913.0,"Gyldendalske Boghandel, Nordisk Forlag",nob,norsk / litteratur / artiklar / talar,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2006112901010,100001277.0,"Dronning Hortense : Napoleon den førstes datter , Napoleon den tredies moder","Tschudi , Clara",oai:nb.bibsys.no:998902159444702202,57fe4eb6b5ad97f6dc0618867b0fe2b8,,[Kristiania],19130101.0,1913.0,Gyldendalske boghandel,nob,,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2006112901020,100001285.0,Billedhuggerkunsten i Norge under Sverreætten,"Fett , Harry",oai:nb.bibsys.no:998621607234702202,ad3031229054e9fdfc94393e629bb699,,,19080101.0,1908.0,Cammermeyer,nob,Billedhuggerkunst / Billedhuggere / Norge / Middelalder / Skulpturer / Skulptur / kunst / skulptur / middelalderen / billedhuggerkunst,730.9481,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2006112901027,100001292.0,Fimbulvinter : fortælling,"Falkberget , Johan",oai:nb.bibsys.no:999504846524702202,b311f9b6b6c1332a7be2d774fcdb02ea,,Kristiania,19110101.0,1911.0,Aschehoug,nob,,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2006112901041,100001303.0,Norsk folkedigtning : med opskrifter fra Sophus Bugges utrykte samlinger . 1 : Norske eventyr og sagn,"Berge , Rikard / Bugge , Sophus / Berge , Johanna Bugge",oai:nb.bibsys.no:997521502434702202,8167a7940fe567db10e2571ab652031c,,Kristiania,19090101.0,1909.0,Gyldendal,mul / nob / nno,"Eventyr, Norske / eventyr / folkeeventyr / sagn / folkedikting",398.209481,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2006112901044,100001305.0,I lære : fortælling,"Elster , Kristian",oai:nb.bibsys.no:999108763394702202,af71b36e81d6ee3d5d9d343484101163,,Kristiania,19110101.0,1911.0,Aschehoug,nob,,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2006112901048,100001308.0,Sproglige og historiske afhandlinger viede Sophus Bugges minde : med tillæg To ungdomsbreve fra Sophus Bugge : Fortegnelse over Sophus Bugges trykte arbeider,"Bugge , Sophus",oai:nb.bibsys.no:999212724564702202,b6466d4ba83cd67cf41dec89b5d9c4ba,,Kristiania,19080101.0,1908.0,Aschehoug,nob,språk / historie / norge / festskrifter / lingvistikk / essays / norden / historie / språkvitenskap,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2006112901050,100001310.0,Fortællinger fra folkelivet . B. 1,"Hilditch , Jacob",oai:nb.bibsys.no:999808747694702202,6085eece437a269634773ba423177a80,,Kristiania,19080101.0,1908.0,Gyldendal,nob,,,fiction,Skjønnlitteratur,digibok,nb,20060101
URN:NBN:no-nb_digibok_2006082400024,100001353.0,Hallinger,"Singdahlsen , O. Lie",oai:nb.bibsys.no:998121230774702202,a32a90a5dab94905e94036dd30fde5ae,,Kristiania,19150101.0,1915.0,Norli,nob,hallingdal,,novel,Skjønnlitteratur,digibok,nb,20060101
URN:NBN:no-nb_digibok_2006082400082,100001372.0,Solkongen i Versailles og L ' ancien Regime : historiske skildringer fra enevældets tid,"Raabe , Jens",oai:nb.bibsys.no:990100327624702202,e0c5dc5ad371b4d18f0db52c786b39be,,Kristiania,19060101.0,1906.0,Cammermeyer,nob,,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2006082800067,100001376.0,La oss se på saken -,"Kielland , Axel",oai:nb.bibsys.no:999112441074702202,8b4afc4cd416bfee2f50eedb016b66c6,,Oslo,19580101.0,1958.0,Aschehoug,nob,skjønnlitteratur/voksen / dommer,839.92,fiction,Skjønnlitteratur,digibok,nb,20060101
URN:NBN:no-nb_digibok_2006082800113,100001390.0,Juvet,"Benneche , Olaf",oai:nb.bibsys.no:999412498324702202,a9d65b91b476ab626cbdaf85a7e95c61,,Oslo,19280101.0,1928.0,Aschehoug,nob,agderforfattere,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2006082800124,100001392.0,Folk og kirke i middelalderen : studier til Norges historie,"Bull , Edvard",oai:nb.bibsys.no:997521443834702202,4f8322eb6f6bfb8508a2966051b73178,,,19120101.0,1912.0,Gyldendal,nob,Kirkehistorie / Norge / Middelalder / Katolisisme / Stat og kirke / Senmiddelalder / kirkehistorie / norge / middelalderen,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2006082900012,100001403.0,Breve fra riksarkivar Birkeland ( 1848-1879 ),"Birkeland , M. / Birkeland , M.",oai:nb.bibsys.no:999325396534702202,6789d9ab94a91635af7f0a8ad4606e1b,,,19200101.0,1920.0,Steen,nob,Historie / historie / norge / noreg / 1800-talet,948.1041,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2006082900038,100001413.0,Paa gamle Tomter : Blade af Barndommens Bog,"Dahl , Jonas",oai:nb.bibsys.no:999309737804702202,37f992f657a2b10f99863d50090ba8d3,,Kristiania,19060101.0,1906.0,Aschehoug,nob,norske / romaner,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2006082900075,100001432.0,Stjernene flimrer,"Benneche , Olaf",oai:nb.bibsys.no:999507556214702202,f7580b68fc1eab1516f9efa64dfe0558,,Kristiania,19230101.0,1923.0,Aschehoug,nob,skjønnlitteratur/voksen,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2006083000008,100001449.0,Av skyggernes slegt : roman,"Elster , Kristian",oai:nb.bibsys.no:999215987004702202,21abadb7d6e04bfcd13866ff674d8ff5,,Kristiania,19190101.0,1919.0,Aschehoug,nob,skjønnlitteratur/voksen,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2006083000012,100001452.0,For Frankrigs ret og ære : fra den franske front,"Angell , H.",oai:nb.bibsys.no:999404109904702202,278e3be4a3ef96dbee86549507551a47,,Kristiania,19180101.0,1918.0,Aschehoug,nob,,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2006083000018,100001454.0,Steder og folk,"Kinck , Hans E.",oai:nb.bibsys.no:999409146464702202,d94f4572ace19170f086eeea01f42652,,Kristiania,19240101.0,1924.0,Aschehoug,nob,,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2006083000020,100001455.0,Laurentius og andre krøniker fra den gamle by,"Wiers-Jenssen , H.",oai:nb.bibsys.no:999412573204702202,75de0de98bdc591c059b205dc0fc655d,,Kristiania,19230101.0,1923.0,Aschehoug,nob,,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2006083000022,100001457.0,Ginunga-Gap : Fortælling,"Aikio , Matti",oai:nb.bibsys.no:998900401924702202,facdf97e3fb2d5bc31da3bce5b69c293,,Kristiania,19070101.0,1907.0,Aschehoug,nob,,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2006083000023,100001458.0,Skyld : roman,"Bojer , Johan",oai:nb.bibsys.no:999431019804702202,4dd072f331caf24bb3aac2ba280a7bd4,,Oslo,19480101.0,1948.0,Gyldendal,nob,skjønnlitteratur/voksen,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2006083000057,100001475.0,En sværmerske : Madame de Krüdener 1764-1824,"Holsen , Kristine",oai:nb.bibsys.no:999722877874702202,b47638561e257cb8082b3685e56c3368,,Oslo,19250101.0,1925.0,Aschehoug,nob,,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2006083000068,100001484.0,Paul Botten Hansen,"Daae , Ludvig",oai:nb.bibsys.no:999509488024702202,35707326c9de3b85999c6e32f777add6,,,19170101.0,1917.0,Norsk forening for bokkunst,nob,Norsk litteratur / Biografier / Litteratur / norsk / litteratur / biografiar,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2006083100057,100001510.0,Vår egen stamme : roman,"Bojer , Johan",oai:nb.bibsys.no:999213495994702202,e87a4935f2adce762db4009e114b82d4,,Oslo,19600101.0,1960.0,Gyldendal,nob,skjønnlitteratur / roman,839.93,fiction,Skjønnlitteratur,digibok,nb,20060101
URN:NBN:no-nb_digibok_2006083100093,100001514.0,Halfdan Kjerulf : av hans efterlatte papirer . [ 1 ] : 1831-1847,"Kjerulf , Halfdan / Moe , Wladimir",oai:nb.bibsys.no:998520336804702202,70540264a4dcbad3de417fd9e413924a,,,19170101.0,1917.0,Dybwad,nob,Komponister / komponister / norge / 1800-tallet / brev / biografi / kjerulf,780.92,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007011601070,100001531.0,Etiske problemer : både-og,"Vogt , Ragnar",oai:nb.bibsys.no:999100774794702202,24981af76c9a4351342da903f4a0a9f0,,Oslo,19350101.0,1935.0,Gyldendal,nob,etikk,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007011601078,100001534.0,Orkanen,"Mahrt , Haakon Bugge",oai:nb.bibsys.no:999432326194702202,2dd3fc6215b9c4f9c942bb27266c079f,,Oslo,19360101.0,1936.0,Gyldendal,nob,skjønnlitteratur/voksen,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007011700041,100001556.0,Litterære falsknerier,"Munthe , Wilhelm",oai:nb.bibsys.no:999002789784702202,a4cedbec6ab670caae3104d72695166e,,Oslo,19420101.0,1942.0,Cammermeyers Boghandel,nob,Litteratur / Forfalskning / litteraturhistorie/-teori / litteratur / historie / litteraturkritikk,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007011700047,100001559.0,Lorck sine : roman,"Bergh , Kirsten",oai:nb.bibsys.no:999100609594702202,b997ecbef42017df3ddcc7f40d9ae7ea,,Oslo,19450101.0,1945.0,Tanum,nob,skjønnlitteratur/voksen,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007011800015,100001579.0,En lysets engel : beretningen om to norske gutter som falt i krigen,"Fangen , Ronald",oai:nb.bibsys.no:999112292304702202,78c92eaaf6022d8682774438d3fdb6df,,Oslo,19450101.0,1945.0,Gyldendal,nob,skjønnlitteratur/voksen / norsk / skjønnlitteratur,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007011801067,100001640.0,Flåten går ut : roman,"Markusson , Andreas",oai:nb.bibsys.no:999003428544702202,475de7adebf11da54f01f5e083b0d39c,,Oslo,19410101.0,1941.0,Aschehoug,nob,,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007011801081,100001648.0,Fangstfolk : et streiftog gjennom nord-norsk førhistorie,"Gjessing , Gutorm",oai:nb.bibsys.no:999108891474702202,108f10761d42ec2035160e44fbf32b5c,,,19410101.0,1941.0,Aschehoug,nob,Arkeologi / Geografi / Oldtiden / norway / history,936.843,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007011801096,100001657.0,Det lå i luften,"Øksnevad , Toralv",oai:nb.bibsys.no:999311617544702202,6ca06e06c405bb8bfec19510481a4677,,,19460101.0,1946.0,Aschehoug,nob,Kringkasting / Andre verdenskrig / taler / verdenskrig / london,948.1041 / 948.1053,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007011901016,100001669.0,Dikteren og eventyreren Arthur Rimbaud,"Mahrt , Haakon Bugge / Dahl , Chrix",oai:nb.bibsys.no:999327222374702202,8be6bb2b5212c61dc921d1fba6f61337,,[Oslo],19440101.0,1944.0,Dreyer,nob,franske / poeter / 1800-tallet / biografier,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007011901020,100001670.0,Åpent hav : roman i tre deler . 1 : [ Jon Ramsøy er ung ],"Geelmuyden , Hans",oai:nb.bibsys.no:999521572334702202,c43b9dbe82836476597639d583882a7a,,Oslo,19450101.0,1945.0,Aschehoug,nob,,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007021901096,100001708.0,""" Tidens tegn "" og norsk litteratur 1910-1930 : en bibliografi","Øksnevad , Reidar",oai:nb.bibsys.no:999305144594702202,99335b436987d96c4d4f21668f3ca04c,,Oslo,19560101.0,1956.0,Gyldendal,nob,Norsk litteratur / norsk / litteratur / bibliografiar / aviser / presse,016.83982 / 016.8399,,Faglitteratur,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007022001029,100001719.0,Toget over vidda : roman,"Rongen , Bjørn",oai:nb.bibsys.no:999427563124702202,26b7bf57779484a5be0928c267c27090,,Oslo,19560101.0,1956.0,Gyldendal,nob,skjønnlitteratur/voksen / bergensbanen,839.93,fiction,Skjønnlitteratur,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007022001042,100001723.0,Jeg var sinnssyk,"Danner , Stella",oai:nb.bibsys.no:999607104344702202,f121176f04bc4d83358a208f21f9aa88,,Oslo,19550101.0,1955.0,Gyldendal,nob,Psychiatry / Refusal to Treat / psykiatri / sykehistorie / pasient / fortelling,,fiction,Skjønnlitteratur,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007022201056,100001750.0,Røsten,"Haalke , Magnhild",oai:nb.bibsys.no:999214401544702202,8c58d9626c39eff51ff438d6062848af,,Oslo,19490101.0,1949.0,Aschehoug,nob,skjønnlitteratur/voksen,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007022201070,100001758.0,Nassers nære orient,"Mohn , Albert Henrik",oai:nb.bibsys.no:999210825924702202,340e3b5b564dbcbdeddb6ff48b410c07,,,19570101.0,1957.0,Gyldendal,nob,midt-østen / reiseskildringer / politikk / geografi/historie,915.6,,Faglitteratur,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007022201084,100001764.0,Tanker om norsk diktning,"Hoel , Sigurd",oai:nb.bibsys.no:999300970924702202,48f20d6fddf013591bb23ed99c5fbc14,,Oslo,19550101.0,1955.0,Gyldendal,nob,Norsk litteratur / norsk / litteratur / historie / kritikk / litteraturhistorie,839.8209,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007022601021,100001807.0,Japan : soloppgangens land,"Tschudi , Aadel Brun",oai:nb.bibsys.no:999516207704702202,4e678b09d690dcac24409d341aef8ea8,,,19570101.0,1957.0,Aschehoug,nob,geografi/historie / japan / geografi / reiser / historie,952,,Faglitteratur,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007022701056,100001826.0,Tilbake til havet,"Rasmussen , A. H.",oai:nb.bibsys.no:999210823474702202,a4a7cc9ffe1736fa3173189660959c3b,,Oslo,19540101.0,1954.0,Cappelen,nob,biografi/genealogi,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007022701065,100001830.0,Hvem gir ? : roman,"Elster , Torolf",oai:nb.bibsys.no:999220220204702202,f3f8a7828ae2df66b947481a794dc3be,,Oslo,19490101.0,1949.0,Tiden,nob,,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007030901043,100001880.0,Fra ættesamfunn til statssamfunn,"Johnsen , Arne Odd",oai:nb.bibsys.no:997542018304702202,54988abd149da2a2b84f674988203266,,,19480101.0,1948.0,Aschehoug,nob,Stat / Slekter / Middelalderen / Historie / samfunnsanalyser / norge / historie / norsk / kirkehistorie / middelalderen / kulturhistorie,948.102,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007021301095,100001942.0,Mikkelfanten : roman,"Omre , Arthur",oai:nb.bibsys.no:999415532054702202,b4174c7b62996d34d6ca4749f2d9cf8e,,Oslo,19550101.0,1955.0,Gyldendal,nob,,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007021601027,100001951.0,Blandet frukt fra livets bord,"Kallevig , Waldemar",oai:nb.bibsys.no:999900640424702202,6f4741a2df8d75bd051e0ad77cd43250,,Oslo,19450101.0,1945.0,Grøndahl,nob,,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007021601088,100001966.0,Skjærsilden . [ B . 1 ] : Fra kontoret til teatret,"Christensen , Halfdan",oai:nb.bibsys.no:998540881994702202,45efbf7b5dc65e5d8a84ea851862d744,,Oslo,19410101.0,1941.0,Aschehoug,nob,norsk / litteratur / skjønnlitteratur / teater,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007021901006,100001974.0,Det har ringt for annen gang : taler og artikler,"Øverland , Arnulf",oai:nb.bibsys.no:999001803744702202,5acf9b6342258ca30b6efd66e1417bdf,,Oslo,19460101.0,1946.0,Aschehoug,nob,skjønnlitteratur/voksen / hfhmus / bryggen,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007021901008,100001975.0,Apache-indianerne : jakten på den tapte stamme,"Ingstad , Helge",oai:nb.bibsys.no:999426071984702202,6a01c5b0dd6e5f4781bd89201babc8f0,,Oslo,19390101.0,1939.0,Gyldendal,nob,indianere / nord-amerika / nord / amerika / apasje / arizona / new / mexico / etnografihistorie / sosialantropologi / geografi / reiser / apacheindianere / apache-indianere,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007021901061,100001988.0,Mennesket og maskinen : øieblikksbilleder av verden ved inngangen til en ny tidsalder . 1,"Brochmann , Georg",oai:nb.bibsys.no:999115487264702202,ce16769e63dc9d245d32097d20d6ce82,,Oslo,19370101.0,1937.0,Aschehoug,nob,geografi/historie,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007022101014,100002036.0,Hverdag i gate og grend,"Elster , Torolf",oai:nb.bibsys.no:999315276194702202,237a921577af127c928419d54fa326ca,,[Oslo],19560101.0,1956.0,Tiden,nob,geografi/historie / norge / historie / kulturhistorie / sosial / velferd-norge / sosiale / forhold,948.1 / 948.1,,Faglitteratur,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007022101055,100002050.0,Det frie Norge . 4 : Det gamle samfunn,"Steen , Sverre",oai:nb.bibsys.no:998970401204702202,f493e989e2493bf34c3465bf92fe82ba,,,19570101.0,1957.0,Cappelen,nob,History / Norway / geografi/historie / agrarhistorie / bondesamfunn / historie / norge / samfunn / tallet / 1814-1905,948.1,,Faglitteratur,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007022101098,100002059.0,I jøkulens skygge : roman,"Rongen , Bjørn",oai:nb.bibsys.no:999115113934702202,8f125ab59c6be6c179e4d3c6b1c79fc4,,Oslo,19570101.0,1957.0,Gyldendal,nob,bergensbanen,839.93,fiction,Skjønnlitteratur,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007022201021,100002074.0,Claus Frimann : almuens sanger 1746-1829 : glimt fra et hundreårs kirke- og kulturhistorie,"Støylen , Kaare",oai:nb.bibsys.no:998841166974702202,81932665109a340a40bf07de021542a1,,Bergen,19550101.0,1955.0,Eide,nob,prester / biografier / kirkehistorie / norge / noreg / prestar / biografiar / kyrkjehistorie,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007022201026,100002077.0,Ved foten av Babels tårn : roman,"Hoel , Sigurd",oai:nb.bibsys.no:999201267664702202,e15b01c42d26059e33d37f439a97a7cf,,Oslo,19560101.0,1956.0,Gyldendal,nob,,,fiction,Skjønnlitteratur,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007022201036,100002085.0,Nils Claus Ihlen : 1855 - 24. juli - 1955,"Fasting , Kåre",oai:nb.bibsys.no:998641150834702202,005fd9f30f8c71fb5d9896fb85248228,,,19550101.0,1955.0,Gyldendal,nob,Politikk / Politikere / Historisk framstilling / geografi/historie / norske / politikere / utenriksministre / 1900-tallet/1a,948.1051,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007022201046,100002092.0,Fra mannssamfunn til menneskesamfunn,"Bonnevie , Margarete",oai:nb.bibsys.no:999002815614702202,56b8d6b59fa136b850eabbb17aebb247,,Oslo,19550101.0,1955.0,Cappelen,nob,politikk/samfunn / mannssamfunn / kvinner / historie / frigjøringkjønn / kvinnehistorie / kvinnesak,396,,Faglitteratur,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007022201071,100002104.0,Det stolte nederlag : roman,"Holt , Kåre",oai:nb.bibsys.no:999505145944702202,ed7542a37003628bb178738f77f8e805,,Oslo,19560101.0,1956.0,Gyldendal,nob,,839.93,fiction,Skjønnlitteratur,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007022201100,100002115.0,Mellom venner og fiender,"Ring , Barbra",oai:nb.bibsys.no:999010629954702202,19b67cfae80aeaa8e7afc825fb14755b,,Oslo,19470101.0,1947.0,Aschehoug,nob,skjønnlitteratur/voksen / norsk / litteratur / forfattarar / bbiografiar,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007022301087,100002174.0,Femti år for Kongen,"Riiser-Larsen , Hjalmar",oai:nb.bibsys.no:999113763484702202,34ab96f7267ab36bbd3039afb5ee13db,,Oslo,19570101.0,1957.0,Gyldendal,nob,luftfart / flyvåpen / polarforskning / arktis / riiser-larsen / hjalmar / biographies,920,,Faglitteratur,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007022301095,100002180.0,Det Norske videnskaps-akademi i Oslo 1857-1957 . 1,"Amundsen , Leiv",oai:nb.bibsys.no:999105717324702202,0b448314f134085f9de64722742e4b4c,,Oslo,19570101.0,1957.0,I kommisjon hos Aschehoug,nob,Historie / Vitenskap / Forskning / Organisasjoner / 1857 - 1957 / Norge / Vitenskapsakademier / vitenskapsakademier / norge / historie / videnskapsakademiet / forskning / biographies / norway / forskningshistorie,068.481,,Faglitteratur,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007022601015,100002189.0,Gjester i mørket : roman,"Engelstad , Carl Fredrik",oai:nb.bibsys.no:999724839694702202,2f1e50f15e169775752744d20262688c,,Oslo,19570101.0,1957.0,Aschehoug,nob,skjønnlitteratur/voksen,839.93,fiction,Skjønnlitteratur,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007022601026,100002197.0,De mørke kilder : roman,"Borgen , Johan",oai:nb.bibsys.no:998880157394702202,27a27fba0eda6ce74dd74aff7c11f33b,,Oslo,19560101.0,1956.0,Gyldendal,nob,skjønnlitteratur/voksen,839.93,novel,Skjønnlitteratur,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007022701008,100002206.0,Gunnar Knudsen,"Nissen , Bernt A.",oai:nb.bibsys.no:998421189264702202,ff6c7f107ff35363d151c2882dca036a,,,19570101.0,1957.0,Aschehoug,nob,Statsministre / biografi/genealogi / biografier / norge / historie / tallet / politikk / knudsen / gunnar,920 / 920 / 948.104092,,Faglitteratur,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007022701027,100002220.0,Åsmund Armodsons saga : roman,"Stigen , Terje",oai:nb.bibsys.no:999216745464702202,d7a476f4bedd622ced36196404146231,,Oslo,19580101.0,1958.0,Gyldendal,nob,,839.93,fiction,Skjønnlitteratur,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007022701036,100002228.0,Serinas hus,"Haalke , Magnhild",oai:nb.bibsys.no:997521862214702202,f0027965b176975c4fc5db676dc5f61d,,Oslo,19550101.0,1955.0,Aschehoug,nob,skjønnlitteratur/voksen,839.82,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007022701061,100002235.0,Grenseland : roman,"Evensmo , Sigurd",oai:nb.bibsys.no:997521483034702202,1a102bac3c2c74cfbad50ed9ba38b462,,Oslo,19470101.0,1947.0,Gyldendal,nob,skjønnlitteratur / roman,,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007030701013,100002275.0,Norsk trearkitektur,"Vreim , Halvor",oai:nb.bibsys.no:997910310554702202,393d804b135c8008f96d1ef2f089358f,,,19470101.0,1947.0,Gyldendal,nob / nor,Trebygninger / sveitserstil / norge / Trearkitektur / Trearkitektur / Trearkitektur / trearkitektur / hus / norge / trehus / arkitektur,720.9481,,Uklassifisert,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007030701030,100002290.0,Langs bygdevegen,"Grønoset , Dagfinn / Sandbeck , Vidar",oai:nb.bibsys.no:999608335104702202,61b6635889d7bcc4e81fd4e49c102515,,Oslo,19600101.0,1960.0,Aschehoug,nno,,839.93,fiction,Skjønnlitteratur,digibok,nb,20060101
URN:NBN:no-nb_digibok_2007030701051,100002309.0,Sommerfuglene,"Bull , Jan",oai:nb.bibsys.no:999506802734702202,f016480e72afb0e580a4e8f3a8918c9e,,Oslo,19600101.0,1960.0,Cappelen,nob,,839.93,fiction,Skjønnlitteratur,digibok,nb,20060101
